X144	X167	X511	X517	X608	X620	X654	X664	X671	X690	X704	X71	X711	X812	X838	X89	X147	X174	X492	X508	X605	X622	X651	X661	X668	X688	X702	X719	X80	X811	X817	X94	SRR1770734	SRR1770737	SRR1770738	SRR1770739	SRR1770742	SRR1770743	SRR1770744	SRR1770745	SRR1770746	SRR1770749	SRR1770752	SRR1770753	SRR1770755	SRR1770756	SRR1770758	SRR1770760	SRR1770761	SRR1770762	SRR1770766	SRR1770767	SRR1770768	SRR1770770	SRR1770772	SRR1770773	SRR1770775	SRR1770777	SRR1770778	SRR1770779	SRR1770782	SRR1770783	SRR1770785	SRR1770789	SRR1770790	SRR1770792	SRR1770793	SRR1770794	SRR1770797	SRR1770798	SRR1770799	SRR1770802	SRR1770804	SRR1770805	SRR1770806	SRR1770807	SRR1770809	SRR1770812	SRR1770814	SRR1770815	SRR1770816	SRR1770818	SRR1770820	CN0_1	CN0_2	CN0_3	CN30_1	CN30_2	CN30_3	CN60_1	CN60_2	CN60_3	CN90_1	CN90_2	CN90_3	IN0_1	IN0_2	IN0_3	IN30_1	IN30_2	IN30_3	IN60_1	IN60_2	IN60_3	IN90_1	IN90_2	IN90_3	A3.B1.1x	A3.B1.1z	A3.B1.4x	A3.B1.4z	A3.B2.5x	A3.B2.5z	A3.B2.8x	A3.B2.8z	A3.B3.12x	A3.B3.12z	A3.B3.13z	A3.B3.9x	A3.B3.9z	A3.B4.13x	A3.B4.16x	A3.B4.16z	A3.B5.17x	A3.B5.17z	A3.B5.20x	A3.B5.20z	KA1F	KA1U	KA2F	KA2U	KA3F	KA3U	CK1	CK2	CK3	N1	N2	N3
10	9	0	0	1	2	5	0	0	0	1	6	0	0	0	29	2	10	0	2	2	1	2	0	1	0	4	1	3	2	1	26	0	0	0	0	0	0	0	0	0	0	0	0	5	2	5	4	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	3	3	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	2	2	3	8	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	2	1	0	0	0	0	0	0	0
3	0	2	0	1	11	0	1	2	0	4	4	0	0	0	24	7	20	3	3	38	1	2	3	6	8	4	20	3	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	13	8	7	15	0	1	1	5	0	0
3	1	1	1	0	7	0	2	2	3	6	0	0	0	1	6	1	7	0	1	17	0	1	1	3	5	1	8	8	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	1	4	3	48	14	37	87	31	18
217	91	75	76	94	265	110	128	137	137	175	179	124	99	138	1035	126	217	132	158	1103	243	172	169	227	164	215	481	92	61	162	279	2	0	1	0	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	2	1	4	6	2	1	3	0	2	2	5	15	1	1	2	1	2	2	0	0	2	1	16	6	9	5	4	5	14	14	5	4	4	2	31	2	1	6	0	9	3	5	13	7	1	9	197	11	228	64	211	381	208	61
63	22	30	76	60	111	65	71	77	77	76	88	106	58	37	271	50	59	16	49	865	53	39	37	94	94	54	125	43	56	51	98	30	10	11	24	25	9	29	9	30	30	6	22	26	16	9	25	7	17	8	8	16	13	4	11	14	4	15	6	13	7	7	8	4	17	37	20	20	14	46	20	16	22	1	0	0	2	0	0	21	3	21	2	1	3	2	2	3	1	2	4	1	2	0	1	5	1	0	2	2	1	0	1	2	2	29	69	25	124	44	28	36	51	220	64	13	42	64	96	46	11	23	36	29	34	75	181	154	173	172	172	180	16	8	23	57	16	9
238	87	117	115	110	228	86	183	163	195	125	196	176	178	81	571	290	136	89	129	1215	115	61	62	165	164	151	268	216	98	130	367	188	91	8	92	52	40	203	310	292	8	29	5	9	35	10	14	3	40	9	17	41	11	0	12	23	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	5	0	0	30	5	55	3	6	13	3	1	2	1	0	12	1	10	8	0	0	0	0	0	0	0	0	0	0	0	0	15	2	21	30	16	13	48	32	2	16	6	9	11	8	4	1	10	7	11	3	432	198	275	128	307	264	416	22	40	131	152	36
33	17	15	35	15	27	18	11	27	30	24	13	22	15	18	93	10	9	13	27	142	29	20	14	29	53	27	67	23	9	18	42	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	3	1	0	2	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	6	2	1	0	0	0	0	0	0
62	32	24	47	60	67	59	32	70	57	53	56	49	38	47	251	44	56	32	41	192	50	28	29	61	77	44	99	52	31	19	71	0	0	0	0	0	0	0	0	0	85	26	12	15	37	76	46	19	4	31	0	9	9	4	14	10	5	15	6	20	9	6	13	3	4	28	10	36	8	21	19	28	8	39	44	133	219	20	81	43	45	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	75	61	148	169	248	915	1597	87	66	208	47	759	204	76	380	179	305	495	111	5	11	1	25	16	23	542	17	57	120	185	75
17	4	4	0	3	16	6	3	3	2	19	11	1	2	12	34	6	3	3	6	10	2	0	2	1	12	0	0	5	6	2	5	0	0	0	0	0	0	0	0	0	2	17	1	0	2	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	1	123	2	0	3	9	3	2
78	57	70	120	121	140	135	75	67	78	125	83	55	78	100	546	43	95	256	253	741	160	178	100	132	164	82	455	40	45	85	142	1	1	6	3	0	0	0	1	0	20	11	35	39	59	24	22	22	8	15	0	31	6	8	6	13	20	8	15	15	5	5	7	7	6	9	10	14	12	12	18	15	6	0	0	0	0	0	0	0	0	0	6	3	10	1	6	1	1	1	4	5	10	4	0	2	1	3	0	5	3	10	1	1	2	4	66	20	41	19	10	30	31	228	29	17	44	44	79	21	6	39	19	54	27	88	21	14	6	12	9	16	1104	123	599	1566	1637	423
106	52	68	23	21	95	67	49	45	74	109	96	101	45	102	508	68	181	111	63	252	41	45	36	74	102	55	226	51	35	63	157	256	373	316	213	173	97	141	66	170	62	25	53	51	41	72	73	58	25	0	8	0	1	2	0	1	6	0	3	6	5	0	0	0	0	5	2	12	9	6	3	14	6	0	0	0	4	1	5	2	0	7	25	17	9	7	16	2	13	28	33	5	59	13	6	5	3	4	0	5	2	4	7	3	0	5	8	10	6	3	1	12	3	15	4	1	3	6	5	6	0	7	1	8	8	5	261	180	220	342	301	228	66	16	48	126	78	27
5	1	2	2	1	6	4	4	7	11	12	8	8	4	4	56	9	11	5	10	66	5	7	6	8	14	12	24	6	3	7	16	0	0	0	1	0	1	11	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	1	4	1	1	3	1	7	2	1	0	0	5	1	12	1	6	131	182	153	64	122	110	11	8	4	41	22	8
34	5	8	7	15	22	7	9	3	9	9	19	7	6	22	76	6	20	20	15	71	3	9	7	31	13	34	50	5	16	8	51	14	11	12	13	9	8	6	11	7	83	8	2	7	24	23	6	69	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3	11	4	22	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	5	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	24	11	22	16	18	0	0	0	0	0	0
268	196	133	354	204	330	246	155	355	150	179	416	218	273	178	1284	295	313	120	126	731	118	181	165	244	196	227	360	350	191	194	476	3	0	35	25	2	2	4	162	21	0	0	0	0	0	0	0	0	0	21	133	57	137	26	84	145	113	22	2	4	5	6	0	1	0	0	0	0	0	0	0	0	0	1	5	0	1	5	0	165	65	94	35	42	59	22	18	17	19	40	42	97	116	71	12	10	5	11	8	3	9	10	5	8	5	96	102	12	31	47	47	136	197	150	56	21	155	20	617	120	37	116	75	75	323	15	555	175	121	156	436	159	803	50	104	457	627	217
3	1	0	0	0	2	0	0	2	5	1	3	1	0	2	15	2	2	1	2	8	1	0	5	3	1	3	8	1	0	7	0	0	1	0	1	0	2	4	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	12	7	4	4	4	6	4	1	1	0	5	0	0	1	1	1	9	7	9	5	4	8	4	9	9	4	1	9	4	6	2	1	1	0	1	3	1	2	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	120	153	119	142	185	0	0	0	0	0	0
3	0	3	0	1	1	1	4	6	3	2	3	2	4	0	18	1	1	2	2	10	1	3	1	3	2	0	7	5	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	2	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	32	22	34	58	39	6	6	5	27	12	2
9	1	3	2	3	3	3	4	1	5	2	5	4	3	3	45	5	7	2	6	23	4	3	2	7	5	7	11	1	8	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	16	58	35	56	28	5	2	6	7	8	4
28	8	12	16	12	44	27	15	24	35	34	26	29	23	24	145	26	34	18	14	260	16	20	20	37	13	34	53	22	12	22	70	74	36	10	50	44	22	126	75	95	0	0	0	0	0	0	0	0	0	6	2	2	3	1	0	1	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	31	16	0	2	1	2	3	8	3	1	4	2	0	1	1	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	246	361	364	438	494	23	9	11	59	25	10
36	29	11	39	23	49	26	38	48	39	31	45	55	49	7	110	63	41	21	18	341	32	11	38	40	22	45	77	50	33	30	78	5	4	4	0	4	0	18	175	22	0	0	0	0	0	0	0	0	0	1	3	1	0	2	3	4	4	3	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	268	503	861	676	999	19	2	4	1	4	1
6	4	3	7	3	0	6	2	3	2	1	6	7	4	8	53	4	7	4	5	33	3	6	4	2	6	10	11	3	2	4	8	0	0	0	0	0	0	0	0	0	11	1	1	6	5	14	8	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17	3	18	2	0	3	8	22	11	1	10	5	20	6	1	5	6	10	12	15	13	6	11	7	46	6	11	0	14	30	28	6
8	3	1	4	5	5	12	7	9	3	4	14	10	6	7	74	2	16	5	4	33	12	4	14	4	3	6	15	4	2	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	11	14	11	3
23	6	15	11	22	28	20	7	17	10	7	15	8	9	9	91	17	13	6	12	173	12	10	2	26	15	20	38	8	18	14	35	144	215	174	219	167	118	157	165	163	0	0	0	0	0	0	0	0	0	286	278	633	627	133	203	491	397	285	42	17	12	8	6	26	0	0	0	0	0	0	0	0	0	21	7	20	29	16	34	37	19	98	30	189	265	8	51	10	14	12	95	24	63	57	8	29	2	3	0	1	1	3	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1344	789	941	883	616	1130	1	2	3	7	3	2
124	60	65	46	49	82	32	53	71	87	56	93	133	95	46	402	55	137	90	68	540	77	51	47	56	70	93	254	52	26	91	181	188	102	42	115	125	64	301	460	285	0	0	0	0	0	0	0	0	0	2	37	36	5	1	3	16	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	173	115	30	72	46	30	34	128	33	45	102	39	53	14	16	16	30	8	55	1	6	41	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1662	1372	1500	978	2158	1094	63	18	48	134	87	22
107	96	86	82	77	160	71	93	125	133	106	146	94	83	103	892	180	127	104	105	829	125	130	86	118	181	108	255	161	62	144	315	5	2	0	1	0	3	10	59	26	0	0	0	0	0	0	0	0	0	2	10	4	4	0	0	0	4	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	12	20	12	11	4	12	8	22	11	25	27	0	0	0	0	0	0	0	0	0	0	0	0	114	20	30	74	95	61	574	118	32	21	42	11	200	88	16	56	27	31	108	3	844	305	392	483	947	688	1343	100	76	406	590	135
11	14	11	9	11	22	48	31	18	29	54	20	20	17	16	88	7	34	18	11	130	9	28	16	21	22	27	65	26	11	36	17	4	3	2	3	0	0	3	11	10	0	0	0	0	0	0	0	0	0	3	4	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	77	40	7	15	3	6	8	19	8	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	56	58	104	220	47	126	40	101	309	166	44
3	1	6	8	0	1	4	6	4	5	3	0	5	3	3	22	0	2	1	2	38	1	4	0	4	2	1	6	9	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	5	6	7	12	0	0	0	0	0	0
6	10	2	23	6	11	5	3	12	8	6	7	12	9	13	52	5	6	16	24	34	11	8	6	4	14	4	28	1	5	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	1	5	0	5	15	6	53	5	1	13	6	32	5	0	13	7	14	10	9	25	16	21	23	14	30	8	0	6	16	16	5
19	3	14	11	7	8	15	2	7	18	4	14	16	12	6	56	11	16	4	13	84	7	10	2	13	11	4	32	4	10	14	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	0	1	0	0	1	1	1	1	1	0	1	0	18	1	28	7	17	18	2	5	6	6	3	1
83	95	45	65	93	142	70	85	106	146	156	80	87	67	97	818	95	141	97	90	871	88	108	60	137	148	94	285	137	46	108	241	37	37	41	46	23	17	32	32	32	6	11	5	4	14	11	13	3	12	4	4	21	11	5	14	7	10	23	24	37	21	16	8	9	8	7	18	5	7	14	10	12	4	85	28	19	84	55	28	7	17	17	90	188	162	44	75	86	74	111	226	131	108	129	228	262	80	162	112	128	96	175	45	81	89	400	4	0	2	1	0	0	0	3	3	0	0	2	6	1	0	0	2	2	0	1	996	679	686	950	1002	830	91	14	78	167	116	43
49	21	24	41	16	59	34	22	27	91	54	56	59	20	19	173	33	75	38	60	355	60	33	52	56	54	42	162	31	18	58	125	9	0	0	6	6	9	8	8	5	0	0	0	0	0	0	0	0	0	7	0	9	23	3	15	3	5	26	4	12	5	3	1	2	17	9	17	10	13	43	4	3	34	0	0	0	0	0	0	0	0	0	8	12	8	0	24	7	5	4	36	3	4	6	11	26	9	5	4	12	5	12	5	2	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	52	130	35	64	12	0	0	0	0	0	0
36	22	18	30	18	33	31	27	29	21	37	23	23	16	33	231	23	47	49	34	231	51	32	23	42	47	40	74	32	18	30	49	26	31	38	25	16	21	43	20	28	5	14	7	2	5	10	10	7	4	18	6	24	23	20	27	25	21	27	25	41	11	21	22	11	24	23	27	38	38	45	55	18	24	1	2	1	6	0	6	7	0	8	142	126	190	87	73	66	106	123	125	102	101	121	54	90	40	79	54	48	49	68	17	25	42	124	0	0	4	0	1	0	3	16	4	3	6	7	9	2	0	2	1	0	4	6	469	463	454	546	549	770	13	8	26	50	12	4
13	20	12	13	22	36	15	17	30	37	15	19	10	13	25	196	16	40	9	13	174	11	40	17	28	21	38	61	25	12	37	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5	125	8	94	32	63	203	121	29
27	1	17	7	12	26	10	9	33	16	18	19	25	10	18	94	12	16	17	10	91	23	11	18	21	21	21	25	15	9	10	33	2	3	1	3	7	0	8	0	3	0	0	0	0	0	0	0	0	0	5	8	4	2	0	5	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	18	3	1	2	4	1	1	1	1	5	3	3	2	5	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	274	311	365	403	572	6	2	9	15	6	3
96	83	64	83	76	110	54	59	71	110	96	126	75	54	66	456	132	96	86	84	438	87	58	82	96	135	64	209	130	62	97	178	20	27	52	38	21	22	50	166	56	0	0	0	0	0	0	0	0	0	16	51	41	30	10	16	26	20	21	4	2	3	1	3	2	0	0	0	0	0	0	0	0	0	6	14	8	11	13	25	49	46	79	60	107	171	96	46	38	52	79	91	56	161	120	59	54	35	41	23	22	31	24	9	16	7	27	55	11	11	22	21	50	238	139	13	16	24	10	101	37	6	25	16	34	55	10	2851	1869	1247	1646	1597	2419	754	49	76	208	329	87
31	15	12	5	12	14	28	4	14	15	19	51	22	6	22	212	14	36	43	11	79	16	10	21	9	12	13	62	6	18	31	29	0	0	1	1	1	0	3	3	5	21	15	26	23	41	26	29	43	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	5	11	5	0	8	6	3	1	2	0	3	12	1	2	0	1	1	0	5	1	0	3	0	2	3	12	1	3	2	0	2	4	1	4	4	4	1	4	14	1	2	2	2	2	0	0	2	4	3	2	0	1	2	4	1	0	2	5	0	5	20	13	18	11	17	8	3	0	2	5	5	1
1	0	1	1	0	3	0	0	2	4	8	1	0	0	2	17	1	2	1	3	13	3	0	0	2	4	2	4	1	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	0	0
40	31	46	36	26	44	20	55	49	64	61	50	101	47	38	264	35	99	52	49	563	67	45	55	45	39	56	188	82	24	100	253	49	16	10	23	32	12	52	114	34	0	0	0	0	0	0	0	0	0	0	5	14	2	0	0	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	71	31	19	30	25	15	10	55	23	18	24	20	14	21	13	11	9	0	12	0	0	23	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	593	712	420	808	464	19	3	12	45	12	7
3	1	0	0	0	4	2	0	1	2	2	1	3	0	6	15	2	0	8	0	19	2	1	1	7	0	7	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	6	3	2	9	10	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	6	1	3	0	4	4	3	1
4	0	3	0	2	2	1	1	3	3	1	0	7	8	1	4	0	1	0	2	16	0	0	2	2	0	1	4	1	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	3	4	11	20	0	0	3	1	5	1	1	5	3	0	4	1	2	0	1	1	13	4	33	4	5	12	25	9
10	5	1	4	6	2	11	4	4	0	4	1	5	2	2	22	4	0	7	3	34	9	1	1	0	8	0	11	0	1	5	3	0	0	0	0	0	0	0	0	0	2	16	2	23	10	6	31	5	11	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	2	6	0	1	0	7	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	2	6	2	2	0	1	1	1	0
25	46	64	88	175	57	81	59	34	48	51	67	77	60	42	524	20	49	56	135	565	101	82	46	54	116	41	150	33	18	40	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	152	261	474	297	334	379	591	206	253	209	211	891	159	69	166	157	215	250	129	1	0	1	0	0	1	226	61	36	181	131	40
14	3	14	7	22	84	5	18	25	21	31	9	25	15	8	80	18	24	13	21	181	51	14	32	24	42	52	99	2	20	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	29	30	16	80	11	1	1	3	9	4	0
36	93	91	62	138	95	59	49	36	43	81	92	67	89	54	419	42	72	69	127	690	89	53	66	53	70	59	135	46	23	23	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	107	102	194	195	458	220	320	129	76	180	81	500	88	37	171	83	161	104	74	0	0	0	0	0	0	102	23	11	62	41	15
35	36	23	22	16	55	35	31	33	74	44	30	37	29	20	186	26	115	37	21	257	31	29	19	50	41	33	69	43	14	36	73	3	2	0	1	0	0	12	42	15	20	10	7	10	29	9	11	14	7	8	9	24	9	8	2	12	9	8	9	9	2	0	2	4	0	0	0	0	0	0	0	0	0	2	0	0	10	3	4	4	3	1	49	46	50	16	27	17	72	76	55	86	57	44	50	154	93	151	74	167	157	301	103	178	474	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	257	197	153	174	200	71	17	29	111	53	21
17	14	11	12	9	12	7	7	21	21	16	14	10	7	20	93	22	18	13	14	97	16	21	4	9	17	19	34	15	8	18	34	0	4	0	5	0	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3	1	2	1	6	8	0	3	0	1	1	3	4	4	0	0	5	0	44	105	80	23	32	13	12	22	75	36	44	79	19	30	8	15	10	20	5	12	5	7	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	61	69	45	46	62	48	1	32	101	69	10
6	0	1	3	0	0	0	6	0	0	4	1	11	1	3	11	2	7	0	14	15	1	4	2	2	4	11	21	1	1	7	3	4	2	0	7	0	4	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	12	94	77	116	54	0	0	0	0	0	0
6	4	3	3	4	17	4	6	2	18	8	9	10	4	3	14	2	11	5	6	60	3	2	0	8	14	9	19	8	5	1	22	0	0	0	0	0	0	0	0	0	38	15	31	14	39	53	73	12	17	0	0	0	0	0	0	0	0	0	1	1	2	4	2	0	0	1	0	7	0	4	3	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	12	7	2	14	8	13	13	8	8	12	11	0	1	6	1	18	16	31	2	0	4	0	1	1	0	0	0	0	0	0
